Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2010-03-27,Albury,15.6,30.2,0,NA,NA,E,20,NA,S,0,9,73,32,1019.8,1017,NA,NA,18.3,30,No,No
2010-03-28,Albury,17.2,28.7,0,NA,NA,W,39,ENE,N,4,13,79,41,1016.4,1011.8,NA,NA,19.4,28.3,No,Yes
2010-03-29,Albury,18.2,26.3,11,NA,NA,WNW,26,W,WNW,7,20,94,61,1015.8,1014.9,7,5,18.2,24.8,Yes,No
2010-03-30,Albury,16.5,26.9,0.4,NA,NA,SSW,28,NA,WSW,0,11,91,44,1019.6,1017.6,NA,NA,17.5,26,No,No
2010-03-31,Albury,13.4,26.1,0,NA,NA,SSE,28,SSE,NE,9,9,71,42,1021.2,1018.1,NA,1,16.5,25.1,No,No
2010-04-01,Albury,11.6,25.8,0,NA,NA,WNW,26,ESE,NW,2,9,82,44,1020,1017.4,NA,2,14.6,25.2,No,No
2010-04-02,Albury,10,25.1,0,NA,NA,SE,20,NA,S,0,6,78,42,1019.8,1017.4,NA,NA,15.3,24.4,No,No
2010-04-03,Albury,12.4,24.8,0,NA,NA,NE,26,NA,NE,0,11,71,41,1020.7,1018.4,NA,5,15.5,24.7,No,No
2010-04-04,Albury,12.5,24.8,0,NA,NA,SE,20,SE,N,13,7,58,37,1022.1,1018.2,7,NA,18.3,24.2,No,No
2010-04-05,Albury,10.3,25.3,0,NA,NA,SE,17,SSE,ENE,2,9,76,38,1020.7,1016.3,1,NA,15.5,24.6,No,No
2010-04-06,Albury,10.6,24.7,0,NA,NA,NE,33,NA,ENE,0,20,75,40,1017.9,1013.3,NA,NA,15.7,23.8,No,Yes
2010-04-07,Albury,15.7,23.4,3,NA,NA,N,30,NNE,WNW,17,9,87,69,1012.8,1010.5,8,3,19.2,23.2,Yes,Yes
2010-04-08,Albury,13.5,23.1,3.2,NA,NA,NW,46,WNW,WSW,13,20,84,53,1016.7,1015.3,1,1,17.5,23,Yes,No
2010-04-09,Albury,10.1,21.9,0,NA,NA,E,22,SE,SSE,4,7,73,55,1016.1,1011.3,NA,2,15.7,21.2,No,No
2010-04-10,Albury,14.1,18.6,0.2,NA,NA,WNW,22,NE,NE,6,11,84,79,1011.6,1009,8,8,16.7,18.3,No,Yes
2010-04-11,Albury,14.2,18.7,7,NA,NA,WNW,57,NW,W,17,35,86,43,1010.1,1010.2,8,2,15.9,17.8,Yes,No
2010-04-12,Albury,5.6,17.4,0,NA,NA,SW,41,W,SW,19,24,71,54,1018.1,1017.3,NA,8,11,16,No,No
2010-04-13,Albury,4.6,19.9,0,NA,NA,SW,19,SSW,W,4,11,82,49,1023.8,1021.1,NA,NA,10.1,19.5,No,No
2010-04-14,Albury,5.1,21.9,0,NA,NA,SSE,19,E,SSW,9,7,81,49,1023.6,1020.1,NA,NA,12.5,21.6,No,No
2010-04-15,Albury,6.1,23.5,0,NA,NA,SE,17,NA,S,0,6,79,40,1022.6,1020.7,NA,NA,13.3,22.4,No,No
2010-04-16,Albury,7.7,24.7,0,NA,NA,SSE,19,S,SSE,6,11,79,45,1026.5,1023,NA,NA,13.6,24.1,No,No
2010-04-17,Albury,8.5,25.4,0,NA,NA,ESE,17,ENE,SSE,7,11,74,38,1027.8,1024.4,NA,NA,15.8,25,No,No
2010-04-18,Albury,10.1,25.1,0,NA,NA,SSW,17,NA,S,0,9,67,47,1027.1,1023.2,4,NA,16.8,24.6,No,No
2010-04-19,Albury,11.2,25.9,0,NA,NA,ESE,17,NA,SSE,0,9,81,46,1025.7,1021.9,2,3,14.6,25.6,No,No
2010-04-20,Albury,11.8,25.2,0,NA,NA,ENE,26,SSE,E,2,13,79,49,1024.6,1020.1,1,1,16.4,24.3,No,No
2010-04-21,Albury,12.3,27.5,0,NA,NA,NW,20,ENE,SSW,6,7,74,44,1022.8,1019.5,NA,NA,18.5,26.4,No,No
2010-04-22,Albury,11.4,27.3,0,NA,NA,WSW,17,NA,SSW,0,9,74,40,1023.6,1019.4,NA,NA,17.8,26.4,No,No
2010-04-23,Albury,11.3,29,0,NA,NA,NNW,35,ESE,NNW,7,15,89,34,1020.5,1014,1,NA,15.4,27.9,No,Yes
2010-04-24,Albury,15.4,19.8,3.6,NA,NA,NNW,46,NNE,NNW,11,28,95,86,1013.4,1008.7,8,8,17.1,18.6,Yes,Yes
2010-04-25,Albury,10.8,18.5,17,NA,NA,W,37,WSW,W,11,20,72,40,1016.2,1017.6,NA,NA,14.4,18.4,Yes,No
2010-04-26,Albury,5.1,17.9,0,NA,NA,SSE,15,E,S,4,9,78,49,1026.5,1023,NA,NA,10.4,16.9,No,No
2010-04-27,Albury,7.1,16.1,0,NA,NA,ENE,17,NA,ENE,0,7,84,58,1020.9,1018,6,7,9.7,15.9,No,Yes
2010-04-28,Albury,9.7,17.3,1.6,NA,NA,NW,30,NE,WNW,6,17,84,50,1022,1019.6,1,1,12.4,16.9,Yes,No
2010-04-29,Albury,10.5,17.7,0.4,NA,NA,W,28,WSW,WSW,7,11,79,69,1021.9,1020.4,5,8,14.3,17,No,No
2010-04-30,Albury,5.6,19.1,0,NA,NA,ESE,13,NA,ESE,0,2,99,53,1026.8,1024.4,8,NA,9.4,19,No,No
2010-05-01,Albury,5.9,21.1,0.2,NA,NA,N,22,NA,NE,0,9,84,46,1027.9,1024.1,NA,NA,11.7,20.6,No,No
2010-05-02,Albury,4.8,20.7,0,NA,NA,SSW,15,NE,ESE,7,9,97,47,1026.7,1024.3,6,NA,10,20.3,No,No
2010-05-03,Albury,6.8,23,0,NA,NA,NNW,30,NA,NE,0,11,83,39,1027.1,1021.9,NA,NA,12.7,22.7,No,No
2010-05-04,Albury,8,25.3,0.2,NA,NA,WNW,61,WSW,N,7,26,92,29,1017.8,1011.2,8,4,11.9,24.8,No,Yes
2010-05-05,Albury,8.9,14.5,3,NA,NA,W,39,NW,W,17,22,84,51,1016.1,1015.5,8,NA,9.3,14.5,Yes,No
2010-05-06,Albury,7.1,15.3,0,NA,NA,W,35,NW,W,11,9,78,68,1022.3,1021.6,8,8,10.8,15.3,No,No
2010-05-07,Albury,5.7,17.5,0,NA,NA,W,20,S,WNW,2,6,89,56,1024.7,1021.7,8,6,10.2,16.8,No,No
2010-05-08,Albury,9.6,19.3,0,NA,NA,SSE,13,NA,NA,0,0,84,59,1023.7,1021.1,6,1,13,18.6,No,No
2010-05-09,Albury,5.7,19.5,0,NA,NA,ENE,17,E,SSE,7,4,99,54,1023.4,1019.6,8,1,9.2,18.6,No,No
2010-05-10,Albury,5,19.8,0,NA,NA,ENE,17,S,NE,2,9,99,47,1020.8,1015.2,7,NA,8.1,19.6,No,No
2010-05-11,Albury,3,15.6,0,NA,NA,WSW,43,WNW,WSW,9,20,77,47,1012.5,1014.8,NA,NA,10.7,13.2,No,No
2010-05-12,Albury,1.3,14.9,0,NA,NA,W,28,ESE,W,7,13,81,48,1022.8,1021.5,NA,NA,6,13.8,No,No
2010-05-13,Albury,1,17.1,0,NA,NA,W,30,NA,W,0,20,79,55,1024.1,1019.9,NA,NA,6.4,16.9,No,No
2010-05-14,Albury,3.1,17.7,0.2,NA,NA,SE,15,E,SE,7,7,99,46,1021.2,1017.1,8,NA,5.7,17.1,No,No
2010-05-15,Albury,2.2,18.4,0,NA,NA,SE,13,NA,ENE,0,2,83,44,1019.9,1017.3,NA,NA,8.1,18.1,No,No
2010-05-16,Albury,1.7,17.5,0,NA,NA,ESE,13,NA,SW,0,4,84,51,1021.6,1018.9,NA,NA,8.2,16.3,No,No
2010-05-17,Albury,4.5,17,0,NA,NA,ESE,48,S,SSE,7,7,92,50,1021.1,1017.9,NA,NA,9.2,16.7,No,No
2010-05-18,Albury,1.6,19.7,0,NA,NA,WNW,17,NNW,WNW,7,9,90,38,1020.9,1018.7,NA,NA,7.4,19.4,No,No
2010-05-19,Albury,1.4,18.5,0,NA,NA,W,28,NA,NW,0,7,86,39,1024.1,1021.3,NA,NA,6.6,18.4,No,No
2010-05-20,Albury,2.1,16.5,0,NA,NA,N,13,NA,WSW,0,4,88,44,1023.8,1020.4,NA,NA,6.8,16.1,No,No
2010-05-21,Albury,1.7,17.9,0,NA,NA,SSE,15,NA,SSE,0,9,92,42,1022.3,1019.3,1,NA,7.6,17.5,No,No
2010-05-22,Albury,1.1,17.1,0,NA,NA,ESE,22,NA,SSE,0,7,76,45,1023.3,1020.5,NA,3,6.3,16.1,No,No
2010-05-23,Albury,0.9,18.1,0,NA,NA,NNW,24,ESE,NNW,4,13,76,35,1023.5,1019.2,NA,NA,6.6,17.8,No,No
2010-05-24,Albury,5.2,16.3,0,NA,NA,ESE,20,ESE,ESE,9,9,74,73,1017.6,1013.3,NA,2,10.3,15,No,Yes
2010-05-25,Albury,10.2,14.9,10.4,NA,NA,E,26,E,SSE,7,7,88,99,1008.7,1005,7,7,13.5,12.8,Yes,Yes
2010-05-26,Albury,8.4,19,13.4,NA,NA,SSE,30,SE,SSE,11,6,71,50,1008.9,1010.1,3,NA,14.9,18.9,Yes,No
2010-05-27,Albury,5.7,16.6,0.2,NA,NA,SSE,11,NA,SSE,0,9,92,59,1019.6,1018,8,8,9.7,16.5,No,No
2010-05-28,Albury,6.4,17,0,NA,NA,ENE,22,NA,NE,0,13,96,63,1019.4,1014.3,8,6,9.4,17,No,Yes
2010-05-29,Albury,9.4,15,28,NA,NA,N,26,E,SE,9,11,99,89,1005.7,1002.8,8,8,12.1,14,Yes,Yes
2010-05-30,Albury,8.8,20.2,5.8,NA,NA,SE,46,SSW,SSE,11,31,99,47,1004.7,1004.8,8,1,10.8,19.6,Yes,No
2010-05-31,Albury,10.7,19.1,0,NA,NA,SSE,48,SSE,SE,19,15,54,48,1015.2,1014.8,NA,NA,15,18.4,No,No
2010-06-01,Albury,4.2,16.6,0,NA,NA,SE,13,NA,SE,0,7,89,58,1020.7,1018.5,NA,NA,8.3,16.1,No,No
2010-06-02,Albury,4.3,17.7,0,NA,NA,W,13,NA,SSW,0,4,93,60,1022.3,1020.6,NA,NA,8.6,16.8,No,No
2010-06-03,Albury,3.4,17.7,0,NA,NA,SSE,17,NA,SE,0,7,79,50,1026.5,1023.5,NA,NA,8.9,17.2,No,No
2010-06-04,Albury,3.1,18.4,0,NA,NA,W,19,NA,W,0,11,82,53,1023.6,1019.4,NA,NA,8.7,18.1,No,No
2010-06-05,Albury,1.7,10.2,0,NA,NA,SW,17,ESE,WSW,7,11,99,84,1018.7,1015.8,8,NA,5.1,8.9,No,No
2010-06-06,Albury,5,15.8,0,NA,NA,SW,13,SE,ENE,7,7,97,61,1020.6,1020.4,8,NA,6.2,14.6,No,No
2010-06-07,Albury,0.4,14,0,NA,NA,S,17,NA,S,0,9,80,50,1026.7,1024.3,NA,2,4.2,13.3,No,No
2010-06-08,Albury,3.1,12.2,0,NA,NA,WNW,19,SSE,WNW,2,11,89,49,1023.7,1019.5,7,7,5.3,11.6,No,No
2010-06-09,Albury,5.3,8.4,0,NA,NA,WNW,37,NNW,WNW,11,13,81,92,1012.9,1011.1,7,8,7.8,7.9,No,Yes
2010-06-10,Albury,4.9,12.9,2.4,NA,NA,W,44,WSW,WSW,15,19,85,57,1021.2,1021.1,NA,6,7.2,12.5,Yes,No
2010-06-11,Albury,7.2,13.2,0,NA,NA,W,28,WSW,WSW,6,13,82,66,1023,1019.7,7,7,9.2,12.8,No,No
2010-06-12,Albury,0,13.3,0,NA,NA,W,22,NA,S,0,4,95,51,1025.4,1024.3,5,NA,3.3,12.3,No,No
2010-06-13,Albury,-1,13.1,0,NA,NA,ESE,11,NNW,SSE,6,9,83,47,1031.8,1030.7,NA,NA,4.1,12,No,No
2010-06-14,Albury,-2,13.2,0,NA,NA,ESE,17,NA,E,0,6,85,50,1035.2,1032,NA,6,2.2,12.6,No,No
2010-06-15,Albury,-0.3,12.8,0,NA,NA,SSE,11,SE,ESE,2,9,92,65,1032.3,1028.3,6,1,3.4,12.4,No,No
2010-06-16,Albury,1.5,15.5,0,NA,NA,NNW,52,E,E,4,9,91,73,1027.4,1022.1,1,7,7.4,13.5,No,Yes
2010-06-17,Albury,7.4,16.2,11.6,NA,NA,W,94,NNW,WNW,30,30,82,65,1010,1010.4,8,NA,13,11,Yes,Yes
2010-06-18,Albury,3,12.2,2.2,NA,NA,W,24,NW,W,7,13,88,70,1019.6,1018,7,2,6.9,10.9,Yes,Yes
2010-06-19,Albury,6.9,15.2,1.8,NA,NA,WNW,35,WNW,NW,17,20,95,66,1019.4,1019.6,8,NA,10.3,14.4,Yes,No
2010-06-20,Albury,3.6,13.1,0,NA,NA,NW,39,NA,SSW,0,2,98,86,1027.2,1026.7,8,8,7.7,12.7,No,No
2010-06-21,Albury,5,12.5,0.4,NA,NA,W,17,S,W,9,9,99,83,1034.5,1033.8,8,NA,7.4,11.8,No,No
2010-06-22,Albury,3,14.8,0,NA,NA,SE,15,NA,SE,0,7,94,61,1037.3,1035.2,NA,NA,6.1,14.7,No,No
2010-06-23,Albury,3.5,16.5,0,NA,NA,E,20,NA,E,0,7,89,52,1036.9,1032.9,NA,8,7.2,15.5,No,No
2010-06-24,Albury,3.4,17,0,NA,NA,ENE,24,E,E,4,17,85,56,1030.1,1024.7,3,1,8.3,16.9,No,No
2010-06-25,Albury,7,16.1,0,NA,NA,NNE,31,E,SE,9,2,83,95,1021.9,1018.6,8,8,12.1,13.2,No,Yes
2010-06-26,Albury,6.2,12.1,10.2,NA,NA,WNW,35,WNW,N,4,4,86,71,1020.5,1020.5,7,8,7.6,11.1,Yes,No
2010-06-27,Albury,0.6,11.9,0.2,NA,NA,W,22,SW,NW,2,11,99,54,1024.3,1021.8,1,2,2.8,11.5,No,No
2010-06-28,Albury,-0.6,8.3,0,NA,NA,NNW,52,SE,WSW,7,9,99,70,1022.7,1020.3,8,7,2.3,8.2,No,No
2010-06-29,Albury,2.3,9.4,0,NA,NA,N,20,ENE,N,9,13,71,57,1021.2,1019.4,8,8,6.5,9.1,No,No
2010-06-30,Albury,5.1,9.8,0.2,NA,NA,N,24,SSE,NNW,6,9,81,78,1020.7,1019.6,8,8,6.3,8.8,No,Yes
2010-07-01,Albury,3.2,11.9,1.2,NA,NA,NNE,13,NA,SW,0,6,99,67,1025.2,1024.3,7,7,5.5,10.4,Yes,No
2010-07-02,Albury,0.2,10.9,0.2,NA,NA,ESE,19,S,SSE,2,7,99,70,1027.6,1024,8,4,3.2,10.2,No,No
2010-07-03,Albury,1,10.3,0,NA,NA,NNW,11,NA,SW,0,2,99,76,1030.5,1029.8,8,NA,3.7,10,No,No
2010-07-04,Albury,1.5,10.8,0,NA,NA,E,13,SSE,NA,4,0,99,77,1032.5,1029,8,NA,3.1,10,No,No
2010-07-05,Albury,1.8,12.1,0.2,NA,NA,SE,22,SSE,NA,7,0,99,70,1027.5,1022.8,8,3,2.4,11.7,No,Yes
2010-07-06,Albury,2.3,13.9,5.6,NA,NA,SSE,35,WNW,W,7,15,94,56,1020.9,1019.2,NA,NA,6.7,13.8,Yes,No
2010-07-07,Albury,1.5,13.5,0,NA,NA,NNE,50,NA,WNW,0,7,99,64,1026.9,1025.1,7,NA,3,12.6,No,No
2010-07-08,Albury,2.1,14.8,0.4,NA,NA,ESE,13,NA,NE,0,6,99,50,1029.5,1026.6,5,NA,4.1,14.6,No,No
2010-07-09,Albury,0,14.6,0,NA,NA,ENE,15,NA,ESE,0,7,90,57,1030.9,1027.1,NA,NA,4.8,14.1,No,No
2010-07-10,Albury,1.5,16.1,0,NA,NA,N,46,NNW,NNE,6,28,96,61,1024.1,1019.5,NA,8,5,15,No,Yes
2010-07-11,Albury,5,15.4,13.4,NA,NA,N,28,W,NW,4,11,99,62,1020.6,1019.6,8,1,11.8,15.2,Yes,No
2010-07-12,Albury,3.5,15.3,0.2,NA,NA,SE,13,E,NA,9,0,99,62,1024.3,1021,8,NA,5.9,15.1,No,No
2010-07-13,Albury,3.5,16.3,0,NA,NA,WNW,59,NW,E,7,13,98,93,1016.8,1008.9,8,8,6.2,12,No,Yes
2010-07-14,Albury,6.2,10,21.4,NA,NA,NW,57,NW,NW,24,19,82,91,1009.2,1008.7,8,8,8.5,9.1,Yes,Yes
2010-07-15,Albury,3.4,12.2,11,NA,NA,WNW,43,W,W,13,15,85,63,1020.2,1022,NA,6,6.9,11.4,Yes,No
2010-07-16,Albury,0.6,13.1,0,NA,NA,ENE,48,NNE,NNW,2,2,99,56,1028.7,1026.3,8,2,2.9,13,No,No
2010-07-17,Albury,-0.4,11.5,0,NA,NA,E,15,ESE,NA,6,0,99,69,1029.2,1025.9,8,4,2.8,10.8,No,No
2010-07-18,Albury,0.7,12.8,0,NA,NA,ENE,24,NE,N,9,13,96,59,1023.1,1018.7,NA,1,5.2,12.1,No,Yes
2010-07-19,Albury,5,13.5,1.6,NA,NA,NW,20,S,S,4,4,99,61,1018.8,1017.8,8,8,7.7,13.4,Yes,No
2010-07-20,Albury,0.5,11.6,0.2,NA,NA,WNW,19,SSE,WNW,7,11,99,62,1025.4,1024,8,1,3.1,11.5,No,No
2010-07-21,Albury,0.6,12.9,0,NA,NA,W,17,NA,SSW,0,7,99,58,1029.3,1027.1,8,NA,2.9,12.5,No,No
2010-07-22,Albury,-0.5,13.8,0,NA,NA,SW,19,NA,SW,0,11,89,51,1032.7,1030.7,7,1,4,12.4,No,No
2010-07-23,Albury,0.1,15.7,0,NA,NA,W,17,E,W,7,9,99,61,1035.5,1032,8,NA,4.1,15.2,No,No
2010-07-24,Albury,1,14.6,0,NA,NA,W,22,ENE,W,6,13,99,60,1032.1,1028.9,8,NA,4.5,14.2,No,No
2010-07-25,Albury,2.5,14.3,0.2,NA,NA,W,20,S,N,4,2,99,58,1031.7,1029.1,8,NA,4.5,13.8,No,No
2010-07-26,Albury,1.9,14.9,0.2,NA,NA,WSW,19,NA,W,0,9,99,52,1035.9,1034.1,2,NA,3.7,14.6,No,No
2010-07-27,Albury,-1.2,15,0.2,NA,NA,SSE,15,NA,ESE,0,7,85,52,1036.1,1031.5,NA,NA,4,14.7,No,No
2010-07-28,Albury,2.1,12.6,0,NA,NA,ESE,15,N,ESE,4,6,80,67,1027.8,1022.3,NA,8,5.8,12.2,No,Yes
2010-07-29,Albury,5.8,14.8,6.2,NA,NA,NW,20,NA,WSW,0,9,99,80,1018.5,1014.9,8,8,10.3,14,Yes,No
2010-07-30,Albury,8.9,14.9,0,NA,NA,NNE,30,ENE,N,2,13,91,86,1015.5,1013.5,8,8,11.1,14.1,No,Yes
2010-07-31,Albury,7.5,12.3,2.2,NA,NA,W,30,WSW,NW,4,19,100,85,1013.7,1015.6,8,8,11.1,11.6,Yes,Yes
2010-08-01,Albury,7.5,10.1,4.2,NA,NA,WNW,41,N,WSW,20,11,86,93,1016.3,1014.6,8,8,9.3,7.3,Yes,Yes
2010-08-02,Albury,5.4,14.7,18.6,NA,NA,W,39,W,WSW,15,19,85,56,1019.5,1018.7,4,8,7.8,13.7,Yes,No
2010-08-03,Albury,1.2,15.7,0,NA,NA,WNW,28,NA,WNW,0,15,86,51,1023.2,1020.1,NA,NA,6.4,15.5,No,No
2010-08-04,Albury,1.2,9.6,0,NA,NA,NA,NA,NA,N,0,7,94,71,1019.8,1017,8,8,5.5,9.2,No,NA
2010-08-05,Albury,NA,11.8,NA,NA,NA,WSW,28,N,WNW,2,19,97,65,1019.5,1018.3,7,4,6.7,11.3,NA,No
2010-08-06,Albury,0.7,12.6,0.2,NA,NA,NW,22,SE,WNW,6,13,99,59,1024.5,1022.8,8,1,3.2,12.2,No,No
2010-08-07,Albury,-0.6,13.1,0.2,NA,NA,ESE,15,NA,SW,0,9,83,54,1026.9,1023.3,NA,8,4.6,12.7,No,No
2010-08-08,Albury,-1.3,12.6,0,NA,NA,SSE,15,NA,ESE,0,9,86,58,1022.2,1018.8,NA,8,4.3,12.2,No,No
2010-08-09,Albury,0.3,15.5,0,NA,NA,E,31,NW,NE,6,15,79,47,1022.4,1019,NA,NA,6,14.9,No,Yes
2010-08-10,Albury,4.4,16,7.2,NA,NA,NNW,41,E,N,9,15,86,77,1013.9,1008.7,8,8,9.7,15.2,Yes,Yes
2010-08-11,Albury,7.2,10.4,8.2,NA,NA,NNE,33,NE,N,11,13,96,85,1006.2,1000.1,8,8,7.7,10,Yes,Yes
2010-08-12,Albury,4.5,14.9,10.8,NA,NA,SW,50,W,WSW,19,28,91,45,1005.7,1008,8,NA,9.2,14.7,Yes,No
2010-08-13,Albury,1.6,15,0,NA,NA,W,20,NA,SW,0,9,99,56,1016.7,1013.5,8,1,6.5,14.5,No,No
2010-08-14,Albury,3.2,13,0,NA,NA,ENE,41,NE,NE,15,24,85,67,1014.4,1006.9,7,NA,8.9,12.7,No,Yes
2010-08-15,Albury,7.2,12.1,1.8,NA,NA,WNW,46,NNE,N,11,13,83,94,1004.5,1004.4,8,8,10.7,10.9,Yes,Yes
2010-08-16,Albury,6.4,11.8,10.2,NA,NA,W,56,N,W,17,24,94,65,1013.8,1013.8,8,6,7.7,11.3,Yes,Yes
2010-08-17,Albury,-1,12.1,3.8,NA,NA,E,15,NA,NE,0,9,87,55,1024.1,1020.4,NA,1,4.5,11.3,Yes,No
2010-08-18,Albury,1.3,11.8,0.2,NA,NA,ENE,31,NA,NE,0,20,92,86,1016.9,1006.3,4,8,5,8.7,No,Yes
2010-08-19,Albury,5,15.1,15.4,NA,NA,NW,57,NNW,NW,15,30,85,56,1008.2,1007.8,8,6,11.6,14.5,Yes,Yes
2010-08-20,Albury,4.5,11.7,2,NA,NA,W,46,WNW,WNW,20,30,82,58,1015.7,1014.8,4,5,6.4,10.4,Yes,No
2010-08-21,Albury,6.3,12.9,0,NA,NA,WNW,39,WNW,W,17,19,86,68,1018.7,1017.8,8,3,7,12,No,No
2010-08-22,Albury,2.1,15.3,0.2,NA,NA,N,26,E,NW,7,15,87,49,1024,1020.5,NA,6,7.6,14.3,No,No
2010-08-23,Albury,4.1,12.8,0.2,NA,NA,NW,17,SSE,WNW,6,7,91,61,1017.7,1012.6,8,8,6.4,12,No,Yes
2010-08-24,Albury,6.4,13.3,1.8,NA,NA,WNW,67,NW,NNW,19,22,90,55,1013.2,1010.3,8,8,9.4,11.7,Yes,Yes
2010-08-25,Albury,4.2,10.7,1.8,NA,NA,WNW,65,WNW,NNW,13,24,87,65,1010.9,1005.5,8,8,5.4,10.1,Yes,Yes
2010-08-26,Albury,5.4,11.8,9.6,NA,NA,NW,50,NNW,WNW,20,15,84,70,1003.1,1001,8,8,7.3,11.2,Yes,Yes
2010-08-27,Albury,6.8,13.4,4,NA,NA,NW,43,WNW,WSW,20,20,75,55,1009.5,1012.2,NA,NA,9,12.3,Yes,No
2010-08-28,Albury,0.9,14.4,0,NA,NA,WSW,22,ENE,W,6,4,99,58,1024.4,1024,8,3,4.1,13.3,No,No
2010-08-29,Albury,1.9,15.2,0,NA,NA,WSW,15,W,NW,2,6,85,57,1029.6,1027.2,5,7,7.1,14.1,No,No
2010-08-30,Albury,2.3,15.4,0,NA,NA,WNW,20,NA,NW,0,9,84,51,1028.9,1025.2,NA,NA,7.4,15.2,No,No
2010-08-31,Albury,2.9,14.2,0,NA,NA,N,20,S,NE,6,13,89,61,1024.8,1020.4,NA,6,7.2,13.4,No,No
2010-09-01,Albury,7.1,15.1,0,NA,NA,NW,17,SSW,SW,7,6,86,71,1015.8,1014.9,7,8,11.2,14.2,No,No
2010-09-02,Albury,10,16.8,0.8,NA,NA,SSE,33,NA,W,0,9,92,68,1016.5,1016,7,5,10.9,16.1,No,No
2010-09-03,Albury,7.1,17.6,0,NA,NA,SE,26,SSE,E,17,17,65,55,1022.1,1017.5,NA,NA,10.2,17.2,No,Yes
2010-09-04,Albury,10.1,17.7,21.8,NA,NA,N,70,NE,N,24,24,96,87,1004.7,999,8,8,15.1,14.8,Yes,Yes
2010-09-05,Albury,9.8,14.2,20.8,NA,NA,NNW,72,NW,W,22,19,81,67,1011.7,1013.8,8,7,10.6,13.2,Yes,Yes
2010-09-06,Albury,6.8,12.8,2.4,NA,NA,NW,50,NW,W,11,13,89,64,1019.7,1018.7,8,6,9.5,12.5,Yes,Yes
2010-09-07,Albury,2.3,15.1,1.2,NA,NA,SW,52,SE,WSW,7,11,83,49,1026.2,1024.3,NA,1,8,14.7,Yes,No
2010-09-08,Albury,1.7,15.9,0,NA,NA,NNE,24,ESE,ENE,7,13,74,51,1026.9,1022.6,NA,7,8.8,14.6,No,No
2010-09-09,Albury,7.2,14.7,0,NA,NA,ENE,39,SE,ENE,7,11,76,90,1015.6,1009.7,8,8,11.1,11.9,No,Yes
2010-09-10,Albury,8.1,14,24.8,NA,NA,W,50,WNW,W,28,22,91,86,1004.5,1006,8,8,10.9,11,Yes,Yes
2010-09-11,Albury,2.6,15.9,3.2,NA,NA,WNW,35,S,WNW,7,13,88,54,1020.2,1019.2,NA,8,8.4,15.8,Yes,No
2010-09-12,Albury,4.5,16.3,0,NA,NA,N,22,ESE,NW,9,6,84,51,1022.5,1017.5,NA,8,10.2,15.4,No,No
2010-09-13,Albury,6,18.7,0.4,NA,NA,W,31,E,WNW,7,17,88,47,1017.1,1014.8,NA,1,11.4,18.2,No,No
2010-09-14,Albury,5.8,19,0,NA,NA,WSW,46,SE,SE,19,7,76,50,1014.7,1010.3,NA,NA,12.2,18.1,No,No
2010-09-15,Albury,5.5,13.6,0,NA,NA,WSW,43,W,WNW,20,24,68,58,1015.2,1015.6,NA,7,9.5,13.4,No,No
2010-09-16,Albury,7.5,13.4,0,NA,NA,WSW,54,W,W,20,28,64,49,1019.2,1017,6,3,10.2,13.1,No,No
2010-09-17,Albury,4.3,14.3,0.2,NA,NA,SW,39,W,WSW,13,20,76,54,1024,1021.9,NA,5,8.8,13.7,No,No
2010-09-18,Albury,3.3,13.9,0,NA,NA,W,31,WNW,W,11,19,67,60,1021.8,1018.8,6,8,9.8,13.5,No,No
2010-09-19,Albury,2.4,16.4,0,NA,NA,W,30,E,W,2,17,90,55,1022.7,1020.8,8,2,9,16.2,No,No
2010-09-20,Albury,2.8,18.7,0,NA,NA,W,24,SSE,W,6,9,79,54,1026.1,1023.3,NA,NA,10,18.6,No,No
2010-09-21,Albury,5,19.6,0,NA,NA,W,24,E,WNW,2,15,81,64,1025.2,1022.6,NA,NA,11.9,19.2,No,No
2010-09-22,Albury,8.6,20.1,0,NA,NA,W,26,W,SE,2,6,70,48,1025.8,1021.7,5,8,14.7,19.1,No,No
2010-09-23,Albury,5.7,19.9,0,NA,NA,W,28,NA,W,0,17,76,52,1024.4,1021.9,1,NA,12.1,19.1,No,No
2010-09-24,Albury,3.7,19.1,0,NA,NA,NE,33,E,WNW,2,17,96,61,1023.9,1020.7,8,2,9,18.3,No,No
2010-09-25,Albury,5.6,19.7,0,NA,NA,NW,28,S,NNW,7,17,84,52,1018.6,1015.1,NA,1,12.1,18.7,No,No
2010-09-26,Albury,5.4,20.6,0,NA,NA,WSW,24,NA,WNW,0,13,75,43,1020.5,1017.3,NA,NA,13.2,20.1,No,No
2010-09-27,Albury,6.5,20,0,NA,NA,WNW,43,NW,WNW,4,22,83,50,1014.1,1011.2,NA,NA,11.9,19,No,No
2010-09-28,Albury,5.4,14.6,0,NA,NA,W,39,WNW,WNW,11,22,65,49,1016,1015.1,NA,NA,10.4,13.5,No,No
2010-09-29,Albury,3.7,14.3,0,NA,NA,W,39,W,W,19,26,66,43,1021.4,1020.5,NA,NA,9.4,13.9,No,No
